y_true,y_pred,score,sex,race
0,0,0.249006,Male,White
0,0,0.225170,Male,Two or more
0,0,0.256524,Male,White
0,0,0.159430,Female,White
1,1,0.950358,Male,White
0,0,0.006309,Female,White
0,0,0.095581,Male,Asian
1,0,0.232742,Male,Two or more
0,0,0.077933,Male,Black
0,0,0.030147,Female,White
0,0,0.119713,Male,White
0,0,0.068492,Male,White
0,0,0.099309,Female,Asian
0,0,0.026570,Male,White
0,0,0.069780,Male,White
0,0,0.117064,Male,White
1,1,0.780374,Male,White
0,0,0.146395,Male,White
0,0,0.098456,Female,White
0,0,0.103767,Female,American Indian
0,0,0.272216,Male,White
0,0,0.086023,Female,White
1,1,0.573347,Female,White
0,0,0.015082,Female,NHPI
0,0,0.032759,Female,White
0,0,0.114939,Female,White
0,0,0.017123,Female,Other
0,0,0.040860,Male,White
0,0,0.029184,Female,White
0,0,0.300696,Female,Two or more
0,0,0.148500,Female,Black
0,0,0.058478,Male,Other
0,0,0.165292,Male,Black
1,0,0.153988,Male,White
0,0,0.308566,Male,Two or more
0,0,0.037090,Female,White
0,0,0.413305,Male,White
0,0,0.174430,Male,White
0,0,0.113818,Male,Two or more
0,0,0.262851,Male,Black
0,0,0.109344,Female,Asian
0,0,0.327184,Male,White
0,0,0.259301,Male,Black
0,1,0.941839,Male,White
1,1,0.950358,Male,White
0,0,0.037148,Male,Asian
0,0,0.053819,Female,White
0,0,0.408017,Male,White
0,1,0.586049,Male,White
0,0,0.193460,Male,White
0,0,0.035130,Female,White
1,1,0.957482,Female,White
0,0,0.241071,Male,White
0,0,0.129539,Male,American Indian
0,0,0.049205,Male,White
0,0,0.081533,Female,White
0,1,0.802093,Male,Black
0,0,0.259301,Male,Black
0,0,0.072616,Male,White
0,0,0.044098,Female,American Indian
0,0,0.105236,Female,Asian
0,0,0.355535,Male,White
0,0,0.013159,Female,Two or more
0,0,0.121079,Male,White
1,1,0.554422,Male,White
0,0,0.044946,Male,White
0,0,0.467020,Male,White
0,0,0.036556,Male,Two or more
0,1,0.871279,Male,White
0,0,0.255725,Male,White
0,0,0.057693,Male,White
0,1,0.871279,Male,White
0,0,0.023288,Female,White
0,0,0.397092,Male,White
0,0,0.013075,Female,White
0,0,0.007813,Female,Black
0,0,0.046607,Female,White
0,1,0.503616,Male,Two or more
0,0,0.487111,Male,Two or more
0,0,0.238855,Female,White
0,0,0.017856,Female,White
0,1,0.633515,Male,White
0,1,0.815925,Male,White
0,0,0.380499,Female,American Indian
1,1,0.917619,Male,White
0,0,0.325192,Female,White
0,1,0.642404,Female,Asian
1,1,0.823953,Male,White
1,0,0.305984,Female,White
1,1,0.856988,Male,White
1,0,0.331220,Male,White
0,0,0.069736,Female,White
1,1,0.630961,Male,White
0,0,0.481017,Female,White
0,0,0.027226,Female,NHPI
0,0,0.196909,Female,White
1,1,0.711952,Male,White
0,0,0.404326,Female,White
1,1,0.787080,Male,White
1,1,0.565702,Female,Asian
1,0,0.430780,Male,White
0,0,0.491546,Male,White
1,0,0.491345,Male,White
0,0,0.461996,Male,Asian
1,1,0.843286,Female,White
1,0,0.336875,Male,White
1,1,0.630868,Female,White
1,0,0.379152,Male,White
1,1,0.570906,Female,Asian
1,0,0.098576,Female,NHPI
0,0,0.379152,Male,White
0,1,0.857396,Male,White
1,1,0.536104,Male,White
0,0,0.141299,Male,White
0,0,0.156800,Female,White
0,0,0.037430,Female,White
0,1,0.601598,Male,White
1,0,0.414698,Female,White
0,0,0.210407,Female,White
0,0,0.272393,Male,White
0,0,0.222495,Male,Black
1,1,0.806933,Female,White
0,0,0.233038,Female,White
0,1,0.579051,Female,White
1,1,0.590192,Male,White
1,1,0.855605,Male,White
1,1,0.744782,Female,White
0,0,0.244975,Male,White
0,0,0.013909,Female,White
0,1,0.684860,Male,White
1,0,0.443795,Female,NHPI
0,0,0.125691,Female,White
1,1,0.723916,Female,White
1,1,0.844643,Female,White
0,1,0.506990,Female,White
0,0,0.350491,Male,White
1,0,0.424527,Female,White
1,1,0.531775,Female,White
1,0,0.300774,Male,White
1,1,0.825386,Female,White
1,0,0.468888,Male,White
1,1,0.991718,Male,White
0,0,0.026347,Female,Black
0,0,0.119805,Female,Two or more
0,0,0.072046,Female,Two or more
0,0,0.434251,Male,White
1,1,0.924966,Male,White
0,0,0.404696,Male,White
1,1,0.540230,Male,White
1,0,0.422973,Male,White
0,0,0.299965,Female,White
0,0,0.213472,Female,Asian
0,0,0.011472,Female,White
0,0,0.370291,Female,White
1,1,0.613980,Male,White
0,0,0.344183,Male,Other
0,0,0.015972,Female,Other
0,0,0.401527,Female,White
1,1,0.650402,Female,White
0,0,0.353898,Female,White
0,0,0.393315,Male,White
0,0,0.428047,Female,White
1,0,0.483957,Male,White
0,0,0.132952,Female,Black
0,0,0.266404,Male,Black
0,0,0.006073,Female,Black
1,1,0.868763,Male,White
0,1,0.961550,Male,White
0,0,0.086925,Female,Asian
1,1,0.821397,Male,White
0,0,0.189429,Female,White
1,0,0.371670,Male,White
0,0,0.010118,Female,White
0,1,0.726873,Male,White
0,0,0.116236,Male,Other
1,1,0.739856,Male,White
0,0,0.131822,Male,White
0,0,0.486026,Female,White
1,1,0.936038,Female,Asian
1,0,0.499615,Male,White
1,1,0.776358,Male,Asian
0,0,0.036327,Female,White
0,0,0.288075,Female,White
0,1,0.522867,Male,White
1,0,0.404296,Male,White
0,0,0.467490,Male,White
0,0,0.190965,Male,White
0,0,0.414698,Female,White
0,0,0.447629,Male,Two or more
0,0,0.259758,Female,Two or more
1,1,0.762228,Female,White
0,0,0.112396,Male,Asian
1,1,0.775008,Male,White
0,0,0.143157,Female,Black
1,0,0.476807,Male,White
0,0,0.094003,Female,Asian
1,1,0.749936,Female,White
0,0,0.224080,Female,White
1,0,0.488893,Male,White
1,0,0.185388,Male,Two or more
0,1,0.815017,Male,White
0,1,0.522866,Female,White
0,0,0.106595,Female,White
1,1,0.845265,Male,Asian
1,0,0.167316,Male,American Indian
1,1,0.912155,Male,White
1,1,0.877882,Male,Asian
0,1,0.828103,Male,White
1,1,0.789511,Male,White
0,0,0.161424,Male,American Indian
1,1,0.576209,Female,Asian
1,1,0.566373,Male,White
1,1,0.709209,Male,Black
1,0,0.181638,Female,White
1,1,0.745164,Male,Asian
0,0,0.174574,Female,White
1,1,0.679403,Male,Asian
0,0,0.436118,Female,Black
1,1,0.503012,Male,Other
1,1,0.693203,Male,White
0,0,0.007909,Male,White
1,1,0.606449,Male,White
1,0,0.242237,Female,White
1,1,0.856274,Male,White
0,1,0.633515,Male,White
1,1,0.530759,Male,White
0,0,0.185194,Female,White
0,1,0.688628,Male,White
0,0,0.174697,Male,Black
0,0,0.311596,Female,White
0,0,0.353318,Female,White
0,1,0.683790,Male,White
1,1,0.834711,Male,Asian
1,1,0.756862,Female,White
1,1,0.801059,Female,White
0,0,0.462574,Male,White
1,1,0.782294,Male,White
1,1,0.829902,Female,White
1,1,0.544518,Female,Asian
0,0,0.354726,Female,White
1,1,0.853383,Male,White
0,0,0.053824,Female,White
0,0,0.482574,Female,White
1,0,0.391915,Male,White
1,0,0.303080,Male,NHPI
1,1,0.600577,Male,Asian
1,1,0.640834,Male,White
0,0,0.175080,Male,NHPI
0,0,0.434553,Male,Black
1,1,0.750753,Female,White
1,1,0.586648,Female,Asian
0,0,0.066119,Female,White
1,1,0.950849,Male,White
1,1,0.534954,Male,White
0,0,0.135967,Male,White
0,0,0.383614,Male,Two or more
1,1,0.691679,Female,White
1,0,0.454651,Male,White
0,0,0.332557,Male,White
0,0,0.370291,Female,White
1,1,0.904128,Female,White
0,1,0.808045,Male,Asian
1,1,0.624095,Male,White
1,1,0.891233,Male,Asian
0,1,0.540860,Male,White
0,0,0.307395,Female,Two or more
0,0,0.186467,Female,White
0,1,0.592587,Female,White
1,1,0.746371,Female,Asian
0,0,0.088792,Female,White
0,1,0.572606,Male,White
1,1,0.869972,Male,Two or more
1,1,0.637517,Female,Asian
1,1,0.852071,Male,White
0,0,0.329268,Female,White
1,0,0.282964,Male,White
1,1,0.913051,Male,White
0,0,0.020264,Female,Asian
1,1,0.538953,Male,Asian
0,0,0.223061,Female,White
1,0,0.221960,Male,White
1,1,0.828422,Female,White
0,0,0.473163,Male,White
0,0,0.353318,Female,White
1,1,0.742640,Female,White
1,1,0.871163,Male,White
1,1,0.865111,Male,White
1,1,0.943147,Male,White
0,0,0.031828,Female,White
1,1,0.871649,Female,Asian
0,1,0.570906,Female,Asian
0,0,0.304846,Female,White
1,1,0.620918,Male,White
0,1,0.858669,Male,White
0,0,0.281003,Female,White
1,1,0.715531,Male,White
0,0,0.135967,Male,White
1,1,0.660300,Female,White
1,1,0.771179,Male,White
1,1,0.562387,Male,White
0,0,0.197841,Female,White
1,1,0.792291,Female,White
1,0,0.137180,Male,Asian
1,1,0.822949,Male,White
0,1,0.550864,Male,White
0,0,0.273206,Male,Two or more
1,0,0.221960,Male,White
1,0,0.497421,Male,White
0,0,0.214641,Male,White
1,1,0.770318,Female,White
1,1,0.575505,Male,White
0,0,0.157225,Male,Two or more
1,0,0.347784,Female,White
0,1,0.508416,Male,Asian
1,0,0.232627,Female,White
1,1,0.566556,Female,White
0,1,0.724181,Male,White
0,0,0.185194,Female,White
0,0,0.010754,Male,Black
1,1,0.568968,Female,White
0,0,0.039047,Male,Black
1,1,0.529558,Male,White
0,0,0.224778,Male,Black
0,0,0.363408,Male,White
0,0,0.265606,Male,Black
0,0,0.143424,Male,Two or more
1,1,0.688741,Female,Black
1,1,0.743570,Male,White
0,0,0.140925,Female,Asian
0,0,0.035000,Female,NHPI
0,1,0.512228,Male,White
0,0,0.065285,Male,Other
1,1,0.803414,Male,White
0,0,0.138335,Male,White
0,0,0.456859,Female,White
0,1,0.886631,Female,White
0,0,0.153765,Female,White
0,0,0.204331,Male,Black
1,1,0.754278,Male,White
0,0,0.102298,Female,Other
0,1,0.755670,Male,Other
0,0,0.180743,Female,White
1,1,0.825577,Male,White
1,1,0.936873,Male,Asian
0,0,0.151339,Female,White
1,1,0.501020,Male,White
1,1,0.895499,Female,White
1,0,0.349365,Male,White
0,0,0.207498,Male,White
0,0,0.494728,Female,White
1,1,0.534954,Male,White
0,0,0.499647,Female,White
0,0,0.019478,Male,White
1,1,0.584616,Female,White
1,1,0.636850,Male,White
1,1,0.662159,Male,White
1,0,0.499195,Female,White
0,0,0.163903,Female,NHPI
0,1,0.915965,Male,White
1,1,0.650402,Female,White
0,0,0.425147,Female,White
1,1,0.892185,Male,White
1,1,0.610455,Female,White
1,1,0.778660,Male,White
0,0,0.008702,Female,White
1,0,0.109004,Male,White
1,0,0.253936,Female,Other
1,0,0.262123,Male,Other
1,1,0.865960,Female,White
0,0,0.228954,Male,White
0,1,0.566556,Female,White
0,0,0.015654,Male,Black
1,1,0.908656,Male,White
1,1,0.657394,Male,White
1,1,0.638532,Male,White
1,1,0.566556,Female,White
0,0,0.497421,Male,White
0,0,0.143808,Female,White
0,0,0.394039,Female,White
0,0,0.268837,Female,White
0,1,0.593458,Male,White
0,0,0.192602,Male,American Indian
0,0,0.466854,Male,White
0,0,0.124542,Male,Black
0,0,0.115853,Female,White
1,0,0.262561,Male,White
1,1,0.838314,Male,White
0,1,0.833620,Female,Two or more
1,0,0.294611,Female,White
1,1,0.892517,Male,White
1,1,0.650402,Female,White
0,1,0.551492,Male,White
1,1,0.924183,Male,White
0,0,0.117553,Female,Other
1,1,0.672605,Male,Asian
1,1,0.941973,Male,White
0,1,0.560315,Female,White
0,0,0.454651,Male,White
0,0,0.483866,Male,White
0,0,0.359119,Male,White
1,0,0.275105,Female,White
0,0,0.318148,Female,White
1,1,0.652059,Male,White
0,0,0.033659,Female,White
0,0,0.454920,Male,Asian
0,0,0.027583,Female,Other
0,0,0.126809,Male,Other
1,0,0.134195,Male,Other
0,0,0.158154,Female,Other
1,1,0.927282,Male,White
0,1,0.530443,Female,White
1,1,0.716868,Female,Asian
1,1,0.594993,Female,White
0,1,0.536922,Male,Asian
1,0,0.485547,Female,White
1,1,0.585948,Male,White
1,1,0.748161,Male,White
0,0,0.152062,Female,White
1,1,0.585948,Male,White
0,0,0.072616,Male,White
0,0,0.177440,Female,White
0,1,0.698363,Male,White
1,1,0.803512,Male,White
1,1,0.543211,Female,White
0,0,0.160857,Female,White
1,1,0.530190,Male,White
1,0,0.373448,Female,White
0,0,0.210150,Female,White
1,1,0.954259,Male,White
1,0,0.187132,Male,White
1,1,0.822949,Male,White
0,0,0.211810,Female,White
1,1,0.934632,Male,Asian
1,1,0.764945,Male,Asian
0,0,0.132754,Female,Asian
0,1,0.516118,Male,White
1,0,0.265213,Female,White
1,0,0.426520,Female,White
0,0,0.499647,Female,White
1,1,0.616816,Female,White
0,0,0.283533,Female,White
0,0,0.329268,Female,White
0,1,0.692720,Male,White
0,0,0.007100,Female,White
1,1,0.634248,Male,White
0,0,0.154118,Female,White
1,1,0.783249,Male,White
1,1,0.656923,Male,Other
1,1,0.768822,Male,Asian
1,1,0.518860,Male,White
1,1,0.586692,Male,White
1,0,0.152926,Male,White
0,0,0.143528,Male,White
0,0,0.334106,Female,White
0,0,0.242383,Female,White
0,0,0.056415,Female,White
0,1,0.651922,Male,White
1,0,0.383844,Female,White
0,0,0.005281,Female,American Indian
0,0,0.119940,Male,Black
1,1,0.899378,Male,White
0,0,0.363767,Female,White
0,0,0.237034,Female,Two or more
0,0,0.123944,Female,White
0,0,0.015145,Female,NHPI
0,1,0.584485,Male,Asian
1,1,0.787189,Female,White
0,0,0.030465,Male,White
0,0,0.116943,Female,Other
0,1,0.640892,Male,White
0,1,0.723157,Female,White
1,0,0.094442,Female,White
0,0,0.202294,Male,White
0,0,0.108532,Female,White
1,0,0.370888,Male,White
0,0,0.146312,Male,White
0,0,0.316904,Male,White
0,0,0.337181,Female,White
1,1,0.872419,Male,White
1,1,0.642126,Male,White
0,0,0.464157,Female,White
0,1,0.554457,Female,White
1,1,0.891959,Female,White
1,1,0.660389,Male,White
1,1,0.803414,Male,White
1,1,0.779755,Female,White
0,0,0.465075,Male,White
1,1,0.553065,Female,White
0,0,0.399049,Male,Asian
1,1,0.969704,Male,White
1,1,0.769210,Male,American Indian
0,0,0.093451,Female,White
1,1,0.640892,Male,White
1,0,0.309049,Female,White
1,1,0.869609,Male,White
0,0,0.174430,Male,White
0,0,0.133212,Female,Two or more
0,0,0.040458,Male,White
1,1,0.797905,Male,Asian
1,1,0.553065,Female,White
0,0,0.422660,Male,White
1,1,0.699338,Male,White
0,0,0.219713,Male,Asian
0,0,0.097340,Female,White
0,0,0.330069,Male,White
1,0,0.417801,Male,White
0,0,0.482989,Female,White
0,0,0.324282,Female,White
0,0,0.166269,Female,White
0,0,0.390390,Female,Two or more
1,1,0.572606,Male,White
0,0,0.414698,Female,White
0,1,0.836822,Male,White
0,0,0.100044,Male,White
0,0,0.203760,Male,White
0,0,0.181527,Male,White
1,1,0.952345,Male,White
0,0,0.295850,Male,Asian
0,0,0.180842,Female,White
1,1,0.517138,Male,White
1,0,0.128782,Female,White
1,1,0.759584,Male,White
1,1,0.590096,Female,White
0,0,0.363767,Female,White
0,0,0.135347,Female,White
0,0,0.117620,Male,White
1,1,0.620859,Male,White
0,1,0.692546,Male,White
1,1,0.528274,Male,Asian
0,0,0.095723,Male,Black
0,0,0.352036,Female,White
0,0,0.076870,Female,White
0,0,0.075219,Female,White
0,0,0.089853,Male,White
0,0,0.444038,Male,White
1,1,0.992669,Female,White
1,1,0.901282,Male,White
0,0,0.434855,Male,White
1,1,0.595259,Male,Black
0,0,0.416032,Male,White
1,1,0.718275,Male,White
1,1,0.646711,Male,White
0,0,0.039767,Female,White
1,0,0.454651,Male,White
0,0,0.290193,Female,White
0,0,0.260105,Male,White
1,1,0.960339,Male,White
1,1,0.756862,Female,White
0,0,0.412539,Male,White
0,0,0.210932,Female,White
0,0,0.386869,Male,White
1,1,0.539135,Female,Asian
1,1,0.888115,Male,White
0,0,0.429270,Female,White
1,1,0.805939,Male,White
0,0,0.104451,Female,White
1,0,0.218391,Male,Other
1,0,0.356824,Male,White
1,1,0.718275,Male,White
0,0,0.307692,Male,White
1,1,0.688344,Female,White
0,0,0.148702,Male,White
0,1,0.699415,Male,White
0,0,0.317812,Male,White
1,1,0.610455,Female,White
0,0,0.204566,Female,Asian
0,0,0.459267,Male,Asian
1,0,0.361709,Male,White
0,0,0.110483,Female,White
1,0,0.427515,Male,White
1,1,0.887755,Female,White
1,1,0.977726,Male,White
0,1,0.543802,Male,White
0,1,0.909752,Female,White
0,0,0.011191,Male,White
0,1,0.502770,Female,White
0,1,0.529558,Male,White
0,1,0.508965,Female,White
0,1,0.557227,Female,White
1,1,0.759584,Male,White
1,0,0.183496,Female,Asian
1,1,0.592846,Male,White
0,0,0.293359,Female,White
1,1,0.758556,Male,White
0,1,0.675529,Male,White
1,1,0.835190,Male,White
0,1,0.614951,Male,Two or more
0,0,0.425147,Female,White
0,0,0.104907,Male,White
0,0,0.316220,Male,White
1,1,0.834330,Male,White
0,1,0.919870,Male,Two or more
0,0,0.054361,Male,White
0,0,0.057471,Male,White
0,0,0.486432,Female,White
0,1,0.952631,Male,White
0,1,0.508145,Male,White
0,0,0.336131,Male,White
0,0,0.032015,Female,White
1,0,0.291224,Male,White
0,0,0.398070,Female,White
1,1,0.649369,Male,White
1,1,0.607172,Female,White
1,1,0.594993,Female,White
1,1,0.906468,Female,White
0,1,0.949349,Male,White
0,0,0.237812,Male,White
0,0,0.059628,Male,White
0,1,0.549098,Male,Two or more
1,1,0.824874,Female,White
0,1,0.779182,Female,Asian
0,0,0.407185,Female,White
0,1,0.588512,Female,Asian
0,0,0.484420,Male,Black
0,0,0.323600,Male,Two or more
0,1,0.518860,Male,White
1,1,0.718426,Female,White
0,0,0.247647,Male,White
0,0,0.323106,Male,White
1,1,0.904549,Male,White
1,1,0.820590,Female,White
0,0,0.210514,Male,Asian
1,1,0.806816,Male,White
1,1,0.860902,Female,White
0,0,0.255725,Male,White
0,0,0.143404,Male,Two or more
0,0,0.423774,Female,White
0,1,0.910958,Female,White
0,0,0.031888,Female,White
0,0,0.404326,Female,White
1,0,0.420294,Male,White
1,1,0.663553,Male,White
0,1,0.652197,Female,Asian
0,1,0.760744,Female,White
1,1,0.893140,Male,White
1,1,0.785964,Male,White
0,0,0.159430,Female,White
0,0,0.197553,Male,White
1,0,0.419638,Male,White
1,1,0.617179,Male,White
1,0,0.172301,Female,White
0,1,0.721002,Male,White
0,1,0.522639,Female,White
1,1,0.683673,Female,White
0,0,0.319797,Male,Other
0,0,0.130918,Male,Other
1,1,0.806816,Male,White
1,0,0.458222,Male,White
1,1,0.906944,Female,White
1,0,0.408943,Female,White
0,1,0.970321,Male,White
1,1,0.539135,Female,Asian
0,0,0.198490,Female,White
1,1,0.776008,Female,White
1,1,0.543802,Male,White
0,0,0.020314,Male,White
0,1,0.566749,Male,White
0,0,0.247145,Female,White
1,1,0.750849,Male,White
0,0,0.041724,Female,White
0,0,0.258331,Female,White
1,0,0.340883,Male,White
0,1,0.627831,Male,Two or more
1,1,0.677693,Female,Two or more
0,0,0.257113,Male,White
0,1,0.594463,Male,Asian
1,1,0.584616,Female,White
1,1,0.891143,Male,Asian
1,1,0.899191,Male,Asian
0,0,0.280490,Female,White
1,1,0.691520,Male,White
1,1,0.851848,Female,White
1,1,0.542055,Male,White
0,1,0.520609,Male,Asian
1,0,0.465306,Male,White
1,0,0.449394,Male,White
0,0,0.255382,Female,White
1,1,0.553065,Female,White
1,1,0.688575,Male,White
1,1,0.767330,Male,White
1,1,0.908656,Male,White
1,1,0.865307,Female,White
0,0,0.417428,Female,White
1,1,0.630961,Male,White
0,0,0.042125,Female,White
1,1,0.700725,Male,White
1,1,0.796222,Male,Asian
0,0,0.478181,Male,White
0,0,0.394343,Female,Two or more
1,0,0.428270,Female,White
0,1,0.555026,Male,White
0,0,0.143824,Female,White
1,0,0.341107,Female,White
1,1,0.864666,Male,White
0,0,0.438579,Female,White
1,0,0.320007,Male,White
0,0,0.014446,Female,White
0,1,0.566781,Male,White
0,0,0.415071,Male,White
1,0,0.221335,Female,White
1,1,0.908708,Male,White
1,0,0.194740,Female,White
1,0,0.441010,Male,White
1,0,0.026422,Male,White
1,1,0.940675,Male,White
0,0,0.235050,Female,White
1,1,0.960242,Male,White
0,0,0.459802,Female,White
0,0,0.152646,Female,Other
0,0,0.214438,Female,White
1,1,0.564993,Male,White
0,0,0.195264,Male,White
0,0,0.158338,Female,White
0,0,0.430718,Male,White
0,0,0.024732,Male,White
0,0,0.249432,Female,White
1,0,0.221960,Male,White
1,1,0.868212,Male,White
0,0,0.112268,Female,White
1,0,0.298630,Male,White
0,0,0.343026,Female,White
0,1,0.750613,Male,White
0,0,0.308916,Female,White
0,1,0.553065,Female,White
1,1,0.529558,Male,White
1,1,0.817025,Male,Asian
0,0,0.232635,Male,White
1,0,0.485600,Female,Asian
1,1,0.669989,Male,Asian
1,1,0.502839,Male,White
1,1,0.558419,Female,White
1,1,0.593458,Male,White
0,0,0.216168,Male,Other
0,1,0.746618,Male,White
1,1,0.514715,Male,White
0,0,0.153234,Female,White
0,0,0.149187,Female,White
1,1,0.734357,Female,White
1,0,0.499647,Female,White
1,0,0.219405,Female,White
1,0,0.309415,Male,White
1,1,0.587921,Male,Black
1,0,0.423268,Female,Asian
1,1,0.858669,Male,White
1,1,0.727828,Male,White
0,0,0.024974,Female,White
1,1,0.744782,Female,White
0,0,0.244355,Female,White
1,1,0.986864,Male,White
1,1,0.521664,Male,White
1,0,0.357580,Female,Two or more
0,1,0.544819,Male,Two or more
1,1,0.963128,Male,White
0,0,0.197558,Female,Two or more
1,1,0.900391,Male,White
1,1,0.772934,Male,White
0,1,0.506424,Male,Two or more
0,0,0.271366,Male,Black
0,0,0.116305,Female,Black
0,1,0.735306,Male,White
1,0,0.416062,Female,White
1,1,0.909981,Male,White
1,1,0.835105,Male,White
0,0,0.199444,Female,Two or more
1,1,0.524268,Male,White
0,0,0.056361,Female,Asian
0,0,0.387537,Female,White
0,0,0.416032,Male,White
0,0,0.232627,Female,White
1,1,0.914377,Female,White
1,0,0.169036,Female,Other
1,1,0.554422,Male,White
1,1,0.769201,Female,Two or more
0,0,0.388380,Female,White
0,0,0.373751,Female,White
1,0,0.447594,Male,White
1,1,0.593108,Male,Asian
1,1,0.724181,Male,White
0,0,0.062321,Female,Other
