y_true,y_pred,score,group
0,1,0.677394,A
0,0,0.469557,A
0,1,0.628272,A
1,1,0.750634,A
0,1,0.733176,A
1,1,0.670655,A
1,1,0.670573,A
1,0,0.434147,A
1,1,0.519432,A
1,0,0.158900,A
1,0,0.389023,A
0,1,0.515205,A
1,1,0.582081,A
0,0,0.426571,A
1,1,0.532673,A
1,1,0.636476,A
0,0,0.268683,A
1,1,0.755753,A
0,1,0.632518,A
0,0,0.310615,A
1,1,0.845802,A
1,0,0.494916,A
1,1,0.527868,A
0,0,0.166186,A
1,0,0.463483,A
1,0,0.315307,A
1,0,0.354293,A
1,1,0.852792,A
1,1,0.746920,A
1,1,0.817624,A
0,1,0.617048,A
0,1,0.667767,A
1,1,0.601604,A
1,1,0.723603,A
0,0,0.488384,A
1,1,0.591717,A
0,0,0.331523,A
0,0,0.449607,A
0,1,0.550609,A
1,1,0.589251,A
1,1,0.896282,A
0,1,0.647627,A
0,0,0.363744,A
0,0,0.111131,A
1,1,0.673554,A
1,1,0.713958,A
1,0,0.482657,A
0,1,0.524819,A
1,1,0.804946,A
1,1,0.582245,A
1,0,0.332633,A
0,1,0.602837,A
1,1,0.756311,A
0,1,0.684014,A
1,0,0.394323,A
0,1,0.541523,A
0,1,0.601255,A
1,0,0.383609,A
1,1,0.540567,A
0,0,0.490445,A
1,1,0.506570,A
1,0,0.487619,A
0,1,0.673334,A
1,0,0.498414,A
1,0,0.486836,A
1,1,0.631458,A
1,0,0.325684,A
0,1,0.605120,A
1,1,0.586606,A
1,1,0.706228,A
0,0,0.397136,A
1,1,0.663544,A
0,0,0.480433,A
0,0,0.455479,A
0,1,0.660831,A
0,0,0.370080,A
0,0,0.439905,A
1,1,0.629804,A
0,0,0.101703,A
1,1,0.713034,A
0,0,0.439952,A
0,1,0.519616,A
0,1,0.676458,A
0,0,0.304022,A
0,0,0.444246,A
1,1,0.517326,A
0,1,0.529497,A
1,1,0.590644,A
1,1,0.875420,A
0,0,0.191298,A
1,0,0.206652,A
1,0,0.378419,A
0,0,0.487792,A
0,0,0.357649,A
1,0,0.375910,A
0,1,0.503474,A
0,1,0.590009,A
1,1,0.524706,A
1,0,0.453958,A
0,0,0.256624,A
0,0,0.277887,A
1,0,0.425220,A
1,1,0.752707,A
1,0,0.255814,A
0,1,0.709621,A
0,1,0.505481,A
0,0,0.409244,A
1,0,0.498813,A
1,1,0.502118,A
0,0,0.371981,A
0,1,0.624603,A
1,1,0.713632,A
1,0,0.290555,A
1,1,0.669634,A
0,0,0.326966,A
1,0,0.265532,A
1,0,0.194986,A
1,0,0.236171,A
0,0,0.218641,A
0,0,0.256055,A
0,0,0.452219,A
0,0,0.499466,A
1,0,0.494606,A
0,1,0.881867,A
0,0,0.401738,A
0,1,0.515620,A
1,1,0.514718,A
0,1,0.640730,A
1,1,0.647527,A
0,0,0.440084,A
0,0,0.349947,A
1,0,0.366629,A
1,1,0.747373,A
1,0,0.252050,A
0,0,0.405691,A
1,1,0.634534,A
1,0,0.406082,A
0,1,0.527095,A
1,1,0.571752,A
0,0,0.478856,A
1,1,0.685254,A
0,0,0.313196,A
0,1,0.712044,A
1,1,0.890693,A
1,0,0.461372,A
0,1,0.658644,A
1,0,0.384049,A
1,1,0.599510,A
0,0,0.221576,A
1,0,0.380928,A
0,0,0.290505,A
1,1,0.594839,A
1,1,0.670753,A
0,0,0.181843,A
1,1,0.731760,A
0,1,0.601629,A
1,1,0.682966,A
1,1,0.825299,A
1,1,0.530553,A
1,0,0.371171,A
1,1,0.559631,A
0,0,0.361620,A
0,0,0.469424,A
1,1,0.969477,A
1,1,0.751060,A
1,1,0.608161,A
1,1,0.700251,A
1,1,0.864191,A
1,1,0.581214,A
0,1,0.726316,A
1,1,0.693434,A
0,0,0.206613,A
1,0,0.189416,A
0,0,0.421795,A
0,0,0.319854,A
1,1,0.784479,A
0,0,0.301172,A
0,0,0.442939,A
0,0,0.472073,A
0,1,0.680485,A
0,0,0.351657,A
0,0,0.455164,A
0,0,0.337976,A
0,0,0.467349,A
1,1,0.533883,A
0,1,0.650721,A
1,1,0.811193,A
0,0,0.458314,A
1,0,0.351440,A
1,1,0.825531,A
1,0,0.467045,A
0,0,0.264126,A
0,0,0.073310,A
1,1,0.692900,A
1,1,0.607126,A
0,0,0.430429,A
0,1,0.500134,A
1,1,0.666820,A
0,0,0.112433,A
1,0,0.465587,A
0,1,0.571207,A
0,0,0.261343,A
1,1,0.863539,A
1,1,0.588263,A
0,0,0.261067,A
0,0,0.476187,A
1,1,0.610197,A
0,0,0.231926,A
0,0,0.330158,A
1,1,0.730425,A
1,0,0.373896,A
0,0,0.436930,A
1,0,0.260340,A
1,1,0.584117,A
1,1,0.752441,A
0,0,0.417566,A
1,1,0.509777,A
1,1,0.562541,A
0,0,0.392449,A
1,1,0.554670,A
0,0,0.113380,A
0,0,0.483260,A
0,0,0.457742,A
0,0,0.306794,A
1,0,0.413358,A
1,1,0.664337,A
1,1,0.528349,A
0,1,0.529555,A
0,0,0.150365,A
0,0,0.424727,A
1,1,0.649101,A
0,0,0.420305,A
1,0,0.498854,A
0,0,0.429477,A
1,1,0.736593,A
1,1,0.554444,A
0,1,0.647543,A
1,1,0.721521,A
0,0,0.448681,A
0,0,0.475370,A
0,0,0.221221,A
1,0,0.403116,A
1,0,0.138263,A
0,0,0.327345,A
1,0,0.345411,A
1,1,0.748040,A
0,1,0.534340,A
1,1,0.802621,A
1,0,0.307535,A
0,0,0.319884,A
0,0,0.255302,A
1,1,0.595406,A
0,0,0.472385,A
1,0,0.398847,A
0,0,0.441177,A
1,1,0.617649,A
0,0,0.495089,A
0,1,0.592330,A
1,0,0.212339,A
1,1,0.768288,A
0,0,0.184143,A
1,0,0.340270,A
1,0,0.445581,A
0,0,0.237168,A
0,0,0.335578,A
0,0,0.330213,A
1,1,0.955970,A
1,1,0.626250,A
0,0,0.168980,A
1,1,0.754976,A
1,1,0.818602,A
0,1,0.640301,A
0,0,0.181803,A
0,1,0.783847,A
0,0,0.349889,A
1,1,0.680080,A
1,1,0.523123,A
0,0,0.316037,A
0,0,0.352269,A
0,0,0.467526,A
1,1,0.973224,A
0,0,0.167492,A
0,1,0.695397,A
0,1,0.756170,A
1,1,0.566905,A
0,1,0.568856,A
0,1,0.667229,A
1,0,0.401805,A
1,0,0.340453,A
0,1,0.574386,A
0,1,0.529261,A
0,1,0.565729,A
0,1,0.693580,A
1,0,0.187243,A
1,1,0.699712,A
1,1,0.660030,A
0,0,0.273654,A
1,0,0.384047,A
1,0,0.470209,A
0,0,0.332950,A
1,1,0.673511,A
0,0,0.309911,A
0,1,0.630323,A
1,1,0.760763,A
1,1,0.817253,A
1,1,0.913304,A
0,1,0.671910,A
1,0,0.370437,A
0,1,0.792477,A
0,1,0.540382,A
0,1,0.578440,A
0,0,0.380979,A
1,1,0.850811,A
0,0,0.477022,A
0,0,0.246788,A
1,1,0.532680,A
0,0,0.458278,A
1,1,0.712819,A
0,0,0.384457,A
1,1,0.523428,A
0,0,0.482465,A
0,1,0.546556,A
0,0,0.441878,A
1,1,0.784437,A
0,1,0.545643,A
1,1,0.819605,A
0,1,0.617262,A
0,1,0.655081,A
0,0,0.420679,A
0,0,0.300045,A
0,0,0.445620,A
1,1,0.708432,A
0,0,0.263076,A
1,1,0.757680,A
0,0,0.287225,A
1,1,0.729704,A
1,1,0.507343,A
1,0,0.192005,A
1,0,0.222905,A
0,0,0.398193,A
1,1,0.660973,A
0,1,0.796633,A
1,0,0.456084,A
0,0,0.491158,A
1,1,0.777271,A
1,1,0.565480,A
1,1,0.707355,A
0,0,0.445712,A
0,0,0.432311,A
1,1,0.749216,A
0,1,0.698865,A
1,1,0.666511,A
0,1,0.883007,A
1,1,0.632390,A
1,0,0.247724,A
1,1,0.565561,A
0,1,0.534316,A
1,1,0.744563,A
1,1,0.626878,A
1,1,0.766199,A
1,1,0.720410,A
0,1,0.863786,A
1,1,0.542038,A
0,1,0.638617,A
0,1,0.581776,A
1,1,0.526758,A
0,1,0.663076,A
0,1,0.625977,A
0,1,0.570585,A
1,0,0.496075,A
0,0,0.312048,A
0,0,0.462876,A
0,0,0.179255,A
0,1,0.557389,A
1,0,0.466484,A
0,0,0.461420,A
0,0,0.302707,A
1,1,0.783389,A
0,0,0.359300,A
1,0,0.270324,A
0,1,0.779251,A
1,1,0.517706,A
1,1,0.742282,A
0,0,0.492272,A
1,0,0.278912,A
1,1,0.788726,A
1,0,0.482600,A
0,0,0.353744,A
1,1,0.681796,A
0,0,0.356919,A
0,0,0.438204,A
1,0,0.382727,A
0,1,0.626857,A
1,1,0.633828,A
0,1,0.842229,A
1,0,0.420035,A
0,1,0.552396,A
1,0,0.461930,A
0,1,0.729057,A
0,1,0.717654,A
0,1,0.508132,A
0,0,0.161587,A
0,0,0.351836,A
0,1,0.598949,A
0,0,0.082502,A
0,0,0.342614,A
0,0,0.301304,A
1,1,0.813081,A
0,1,0.738546,A
0,0,0.250802,A
0,0,0.452102,A
1,0,0.384010,A
0,1,0.555034,A
0,1,0.727550,A
0,0,0.279074,A
0,1,0.587311,A
0,1,0.616257,A
1,1,0.833462,A
1,0,0.412797,A
0,1,0.580499,A
0,0,0.299669,A
0,0,0.182606,A
0,0,0.481280,A
1,1,0.661767,A
1,1,0.766171,A
0,0,0.206145,A
1,1,0.651280,A
1,1,0.716162,A
0,0,0.458240,A
1,1,0.721200,A
1,1,0.754091,A
1,1,0.705870,A
1,1,0.664349,A
1,1,0.854392,A
0,1,0.516051,A
1,1,0.714618,A
1,1,0.618172,A
0,1,0.550045,A
1,1,0.556098,A
0,0,0.096693,A
1,1,0.612531,A
0,0,0.407987,A
0,1,0.523769,A
1,1,0.619821,A
1,1,0.781192,A
0,0,0.263645,A
1,1,0.723976,A
0,0,0.162767,A
1,0,0.419986,A
0,0,0.135628,A
0,0,0.268676,A
1,1,0.705406,A
0,0,0.471589,A
0,1,0.555930,A
0,0,0.292929,A
0,0,0.281058,A
0,1,0.562783,A
1,1,0.528339,A
1,1,0.500336,A
1,1,0.749164,A
0,0,0.377018,A
0,1,0.577660,A
0,1,0.753237,A
0,0,0.349294,A
1,1,0.600884,A
0,0,0.235589,A
1,1,0.693265,A
0,0,0.358941,A
0,1,0.537299,A
1,0,0.336047,A
1,0,0.323628,A
1,1,0.819875,A
1,0,0.347556,A
0,0,0.326742,A
1,1,0.539456,A
1,1,0.524119,A
1,1,0.586436,A
0,1,0.568568,A
0,0,0.189361,A
1,1,0.670236,A
1,1,0.641626,A
0,0,0.374246,A
1,1,0.500189,A
0,1,0.562157,A
0,1,0.704391,A
1,1,0.745951,A
0,1,0.721699,A
0,0,0.352744,A
1,0,0.477532,A
1,1,0.560448,A
1,1,0.709447,A
0,0,0.469124,A
1,0,0.308737,A
0,0,0.376858,A
0,0,0.245576,A
0,0,0.303157,A
0,1,0.730950,A
1,1,0.602604,A
1,0,0.428139,A
0,0,0.451102,A
1,0,0.415487,A
1,1,0.537462,A
1,0,0.430762,A
1,0,0.498429,A
1,1,0.751039,A
0,0,0.262857,A
0,0,0.450464,A
1,1,0.669222,A
1,1,0.508289,A
0,1,0.732476,A
0,1,0.545145,A
0,0,0.103207,A
1,1,0.688000,A
0,0,0.323002,A
1,1,0.522297,A
1,1,0.561149,A
0,0,0.346886,A
0,0,0.430291,A
1,1,0.524182,A
0,0,0.320407,A
1,1,0.610913,A
1,1,0.625108,A
0,1,0.821163,A
0,0,0.497683,A
0,0,0.333903,A
0,0,0.414234,A
1,1,0.695886,A
0,0,0.407629,A
0,1,0.562234,A
1,1,0.522045,A
0,1,0.561055,A
0,1,0.621307,A
0,0,0.193630,A
0,0,0.288673,A
1,1,0.705535,A
1,1,0.545591,A
1,1,0.625388,A
0,0,0.197541,A
1,1,0.626600,A
0,1,0.822296,A
1,0,0.288158,A
0,0,0.492320,A
1,1,0.838716,A
1,0,0.414897,A
1,1,0.531786,A
0,0,0.472437,A
1,0,0.460923,A
1,0,0.450279,A
1,1,0.570462,A
1,0,0.437356,A
1,1,0.881407,A
1,1,0.692883,A
0,0,0.260142,A
0,0,0.396166,A
0,0,0.355384,A
0,1,0.501410,A
1,0,0.401002,A
1,1,0.573558,A
0,1,0.524305,A
0,0,0.305531,A
0,0,0.243866,A
0,1,0.578366,A
1,1,0.733137,A
0,0,0.261608,A
1,0,0.408184,A
1,1,0.568840,A
0,0,0.320681,A
1,0,0.330640,A
1,0,0.270285,A
1,1,0.592406,A
1,1,0.833306,A
0,0,0.195615,A
1,0,0.393095,A
0,0,0.325989,A
0,1,0.820990,A
0,0,0.389290,A
1,0,0.469890,A
0,0,0.431270,A
1,1,0.748123,A
0,0,0.346985,A
1,0,0.461104,A
0,0,0.263769,A
0,1,0.599351,A
1,1,0.518310,A
1,1,0.514914,A
0,0,0.309916,A
0,1,0.672055,A
0,1,0.552947,A
0,0,0.274170,A
0,0,0.317836,A
1,1,0.606329,A
1,1,0.552580,A
0,1,0.568004,A
1,0,0.356247,A
1,0,0.441037,A
0,0,0.452871,A
0,0,0.358052,A
1,1,0.579341,A
0,0,0.338693,A
1,0,0.499592,A
1,0,0.268257,A
1,1,0.507531,A
0,0,0.192737,A
1,1,0.829158,A
1,1,0.893275,A
1,1,0.651982,A
0,0,0.493842,A
0,1,0.526240,A
1,0,0.433883,A
1,1,0.722253,A
0,0,0.216028,A
1,0,0.450945,A
0,1,0.527595,A
0,0,0.367053,A
0,0,0.280313,A
0,0,0.384965,A
1,1,0.587593,A
1,0,0.480956,A
0,0,0.205355,A
0,1,0.555804,A
1,0,0.444445,A
0,1,0.603691,A
1,0,0.453970,A
0,0,0.232686,A
0,1,0.511881,A
1,1,0.580133,A
1,1,0.905049,A
0,1,0.586458,A
0,0,0.231392,A
0,1,0.657382,A
1,0,0.389546,A
0,0,0.329758,A
1,0,0.182293,A
1,1,0.950078,A
1,1,0.759786,A
1,1,0.559303,A
0,0,0.108648,A
1,0,0.416577,A
1,1,0.827585,A
1,0,0.380344,A
1,1,0.573289,A
0,0,0.343686,A
1,1,0.876428,A
1,0,0.478359,A
1,0,0.482413,A
0,0,0.401210,A
0,0,0.090494,A
0,1,0.716135,A
1,0,0.306725,A
0,0,0.338816,A
1,0,0.429991,A
0,0,0.303732,A
1,1,0.576100,A
1,1,0.743400,A
1,1,0.551944,A
1,1,0.534971,A
0,1,0.688109,A
0,0,0.378356,A
1,1,0.653005,A
1,0,0.493064,A
1,0,0.430618,A
1,0,0.343905,A
0,0,0.206779,A
0,0,0.255546,A
1,1,0.539427,A
1,0,0.431941,A
0,0,0.417864,A
1,1,0.520656,A
1,0,0.282472,A
0,0,0.489171,A
1,1,0.840817,A
0,0,0.108593,A
1,1,0.535482,A
0,0,0.286917,A
1,0,0.159102,A
1,0,0.323589,A
0,0,0.464080,A
0,1,0.647301,A
1,0,0.413285,A
0,0,0.255375,A
1,1,0.720755,A
0,0,0.420604,A
1,1,0.768440,A
1,1,0.660304,A
1,1,0.682019,A
0,0,0.389580,A
1,1,0.825758,A
1,1,0.782729,A
0,0,0.192197,A
1,1,0.588543,A
0,0,0.364092,A
0,0,0.308370,A
1,0,0.128158,A
0,0,0.493847,A
1,1,0.772688,A
1,1,0.600280,A
1,0,0.143831,A
1,1,0.648328,A
0,0,0.445757,A
1,1,0.887028,A
0,0,0.160715,A
1,0,0.358061,A
1,0,0.138635,A
0,0,0.254941,A
0,1,0.709315,A
0,0,0.427002,A
0,0,0.404783,A
0,0,0.381020,A
0,0,0.458495,A
1,0,0.410548,A
0,0,0.273711,A
0,0,0.188280,A
0,0,0.149547,A
0,1,0.550122,A
0,0,0.437447,A
1,1,0.587263,A
0,0,0.344573,A
1,0,0.466332,A
0,0,0.467970,A
0,1,0.665826,A
1,1,0.600172,A
0,1,0.533847,A
0,0,0.366471,A
1,0,0.227226,A
1,1,0.553116,A
1,0,0.476414,A
1,1,0.673429,A
1,1,0.500263,A
1,0,0.327385,A
0,0,0.398015,A
1,0,0.254156,A
1,0,0.321665,A
1,1,0.522282,A
0,0,0.431263,A
0,0,0.355172,A
1,1,0.746141,A
0,0,0.395404,A
0,1,0.748448,A
1,1,0.665067,A
1,0,0.437577,A
0,1,0.620346,A
0,0,0.161865,A
0,0,0.332190,A
1,0,0.469188,A
0,1,0.515161,A
1,0,0.379988,A
0,0,0.325356,A
1,1,0.585742,A
1,0,0.384563,A
0,0,0.438380,A
1,1,0.713863,A
0,1,0.585632,A
1,1,0.910306,A
1,0,0.494101,A
1,1,0.638893,A
1,0,0.349740,A
1,1,0.603738,A
0,1,0.678450,A
0,0,0.318000,A
1,1,0.693116,A
1,1,0.608011,A
1,1,0.652494,A
0,0,0.239158,A
1,0,0.415591,A
0,1,0.515181,A
0,1,0.511232,A
0,1,0.788921,A
0,1,0.569845,A
0,0,0.194747,A
0,0,0.369208,A
1,1,0.683187,A
0,1,0.596887,A
1,0,0.392994,A
0,0,0.492972,A
0,1,0.630758,A
1,1,0.799310,A
0,0,0.307591,A
1,1,0.676082,A
1,1,0.675609,A
1,1,0.661411,A
0,0,0.227847,A
1,1,0.711349,A
0,1,0.516911,A
0,0,0.451058,A
1,0,0.438289,A
1,1,0.699177,A
1,1,0.759947,A
0,0,0.231862,A
0,0,0.479208,A
0,0,0.414973,A
0,1,0.680777,A
1,1,0.559299,A
0,0,0.338292,A
1,1,0.639288,A
1,1,0.718839,A
1,0,0.329765,A
0,1,0.506367,A
1,1,0.643112,A
1,1,0.768017,A
0,0,0.499414,A
1,0,0.452424,A
1,1,0.622504,A
0,0,0.402599,A
1,0,0.490629,A
1,1,0.607180,A
1,0,0.408587,A
1,1,0.660575,A
1,1,0.745742,A
0,0,0.281059,A
1,1,0.820869,A
0,0,0.252711,A
0,1,0.783347,A
1,0,0.290261,A
0,1,0.686392,A
0,1,0.590311,A
1,0,0.299987,A
1,1,0.718306,A
0,0,0.111976,A
0,0,0.148209,A
1,0,0.413224,A
0,0,0.358547,A
1,1,0.573368,A
0,0,0.305283,A
1,1,0.576625,A
1,1,0.725632,A
0,1,0.543898,A
0,1,0.634109,A
0,0,0.363992,A
1,1,0.636312,A
1,1,0.589090,A
0,1,0.571989,A
1,1,0.631841,A
0,0,0.379664,A
1,1,0.543714,A
0,1,0.790866,A
0,1,0.602455,A
1,1,0.640619,A
0,0,0.246964,A
0,1,0.704991,A
1,1,0.765126,A
1,1,0.786692,A
1,1,0.746420,A
1,0,0.299902,A
1,1,0.589952,A
1,0,0.274406,A
1,0,0.433473,A
1,0,0.276354,A
1,1,0.715520,A
1,1,0.759258,A
0,0,0.253721,A
0,0,0.185412,A
0,0,0.247875,A
1,1,0.725730,A
0,1,0.655227,A
0,0,0.350387,A
1,1,0.634941,A
1,1,0.716723,A
1,1,0.675941,A
1,1,0.573594,A
1,1,0.720425,A
1,1,0.766542,A
0,0,0.132121,A
1,0,0.445914,A
1,1,0.690692,A
1,1,0.537538,A
0,1,0.649886,A
1,0,0.485618,A
0,0,0.396599,A
0,0,0.212867,A
0,0,0.457255,A
0,1,0.542644,A
0,0,0.468720,A
0,0,0.394147,A
1,1,0.739963,A
1,1,0.639606,A
1,0,0.364185,A
1,1,0.739768,A
1,0,0.227474,A
1,1,0.705941,A
0,0,0.095695,A
1,1,0.717164,A
1,1,0.558653,A
1,0,0.328548,A
1,0,0.338553,A
1,0,0.482113,A
0,0,0.273558,A
0,0,0.393653,A
1,1,0.851919,A
1,1,0.829603,A
1,0,0.456270,A
1,1,0.615761,A
0,1,0.646402,A
0,0,0.134454,A
0,0,0.491076,A
1,1,0.836962,A
1,0,0.358797,A
1,1,0.717568,A
0,0,0.255105,A
0,1,0.824096,A
0,1,0.531318,A
1,1,0.741749,A
1,0,0.457304,A
1,1,0.820064,A
0,0,0.308737,A
1,1,0.537916,A
1,1,0.623514,A
0,0,0.354792,A
0,0,0.288188,A
1,1,0.657599,A
1,0,0.269793,A
0,0,0.070661,A
0,1,0.858397,A
0,0,0.325948,A
1,1,0.658567,A
1,0,0.374773,A
0,0,0.362179,A
1,1,0.780160,A
0,1,0.511907,A
1,0,0.319465,A
0,0,0.410824,A
0,0,0.401088,A
1,1,0.811079,A
0,0,0.124903,A
1,1,0.513065,A
0,0,0.402288,A
1,1,0.508615,A
0,0,0.361064,A
0,0,0.360671,A
0,0,0.246973,A
0,1,0.616789,A
0,1,0.718602,A
0,1,0.524999,A
0,1,0.936769,A
0,0,0.308232,A
0,1,0.543050,A
1,1,0.591859,A
1,1,0.549028,A
1,1,0.560193,A
1,1,0.677672,A
0,1,0.559601,A
1,1,0.824122,A
1,1,0.776236,A
1,0,0.403698,A
1,0,0.496599,A
1,0,0.477674,A
1,0,0.467256,A
1,1,0.789444,A
0,1,0.607917,A
1,1,0.671202,A
0,0,0.401661,A
1,1,0.505168,A
0,1,0.606777,A
0,0,0.496410,A
0,0,0.310574,A
0,0,0.259955,A
0,0,0.355783,A
1,1,0.781456,A
1,1,0.917980,A
0,0,0.419965,A
0,0,0.327984,A
0,0,0.138199,A
1,1,0.653204,A
1,1,0.694874,A
0,1,0.549885,A
1,0,0.499966,A
0,0,0.410335,A
1,1,0.756058,A
0,0,0.291776,A
0,0,0.436942,A
1,0,0.482662,A
0,0,0.352925,A
1,0,0.169230,A
1,1,0.609900,A
1,0,0.387345,A
0,1,0.511337,A
0,0,0.333660,A
0,1,0.537091,A
0,0,0.368332,A
1,1,0.814974,A
0,1,0.567507,A
1,1,0.555156,A
1,0,0.130621,A
1,1,0.863065,A
0,0,0.422860,A
0,0,0.457255,A
1,1,0.525793,A
0,1,0.681034,A
1,1,0.508654,A
0,0,0.105633,A
0,0,0.380206,A
1,1,0.895918,A
1,0,0.450918,A
1,1,0.698166,A
1,1,0.764578,A
1,1,0.622122,A
1,1,0.521141,A
1,1,0.698272,A
1,0,0.289752,A
0,1,0.720289,A
0,0,0.371837,A
1,0,0.367528,A
1,0,0.449107,A
0,0,0.162900,A
0,1,0.636739,A
0,1,0.799660,A
0,0,0.410414,A
0,0,0.468747,A
0,1,0.693975,A
1,0,0.181254,A
0,0,0.360997,A
0,0,0.427055,A
0,0,0.100129,A
1,1,0.728747,A
0,0,0.408572,A
1,1,0.545833,A
0,0,0.220972,A
0,1,0.643356,A
1,0,0.286964,A
0,0,0.480173,A
1,0,0.434816,A
0,0,0.483185,A
1,0,0.428318,A
1,1,0.683929,A
0,0,0.278448,A
1,1,0.846187,A
1,0,0.316774,A
0,0,0.219813,A
1,1,0.508697,A
1,1,0.644986,A
1,1,0.755765,A
1,1,0.807229,A
0,0,0.335417,A
0,1,0.578008,A
1,1,0.682478,A
1,0,0.377460,A
0,0,0.348570,A
1,0,0.334171,A
0,1,0.709355,A
1,0,0.337271,A
0,0,0.483360,A
0,0,0.469391,A
1,1,0.700879,A
0,0,0.328479,A
0,0,0.284265,A
0,1,0.676458,A
0,0,0.348412,A
1,0,0.474438,A
1,1,0.538852,A
0,1,0.722435,A
0,0,0.192557,A
0,0,0.191734,A
0,0,0.469086,A
1,1,0.706058,A
0,0,0.373591,A
0,0,0.335157,A
0,1,0.715031,A
0,0,0.232136,A
1,0,0.448369,A
0,1,0.657085,A
1,1,0.707532,A
1,0,0.451290,A
0,0,0.384874,A
1,0,0.484814,A
0,1,0.551609,A
0,0,0.352047,A
1,1,0.654276,A
0,0,0.300977,A
0,0,0.392593,A
1,0,0.318543,A
1,0,0.464715,A
0,0,0.268239,A
1,0,0.283968,A
1,0,0.447068,A
0,1,0.528241,A
0,0,0.186189,A
1,1,0.751675,A
1,1,0.895030,A
1,1,0.676231,A
1,0,0.414868,A
1,1,0.501721,A
0,0,0.241883,A
1,0,0.458261,A
1,1,0.562997,A
1,1,0.553464,A
0,1,0.536071,A
0,0,0.063256,A
1,0,0.193737,A
0,0,0.384783,A
1,1,0.558594,A
1,1,0.827292,A
0,0,0.217936,A
0,0,0.388831,A
0,1,0.551202,A
1,1,0.653406,A
0,0,0.338907,A
1,0,0.377595,A
1,1,0.763736,A
1,1,0.764688,A
0,0,0.288423,A
0,0,0.355242,A
1,1,0.838928,A
1,0,0.436372,A
0,1,0.766367,A
0,1,0.596066,A
1,1,0.731897,A
1,1,0.802611,A
0,0,0.444116,A
1,1,0.614552,A
0,1,0.509627,A
0,0,0.204460,A
1,1,0.726913,A
1,1,0.584128,A
0,0,0.358252,A
1,0,0.479571,A
0,0,0.241900,A
0,0,0.217288,A
0,1,0.696600,A
0,0,0.142125,A
1,0,0.451813,A
1,1,0.842409,A
0,0,0.101043,A
0,0,0.377462,A
1,1,0.711256,A
1,0,0.377049,A
1,1,0.624128,A
