y_true,y_pred,score,group
0,0,0.034566,A
0,0,0.240958,A
1,0,0.465023,A
1,1,0.524362,A
0,0,0.324913,A
0,0,0.215434,A
1,0,0.410938,A
1,0,0.387607,A
0,0,0.186754,A
1,0,0.292614,A
0,0,0.194767,A
0,0,0.184062,A
0,1,0.741625,A
1,0,0.374965,A
0,0,0.176965,A
0,0,0.059859,A
0,0,0.395498,A
0,0,0.205754,A
1,0,0.344250,A
1,0,0.297338,A
0,0,0.323085,A
0,0,0.146471,A
1,0,0.415188,A
0,0,0.122633,A
1,0,0.420596,A
0,0,0.206595,A
1,0,0.128484,A
1,1,0.600897,A
0,1,0.626348,A
0,0,0.234352,A
0,1,0.752565,A
1,1,0.548557,A
1,1,0.598143,A
0,0,0.098809,A
1,0,0.204741,A
0,0,0.239440,A
0,0,0.055969,A
0,0,0.128643,A
0,0,0.222747,A
0,0,0.275074,A
0,0,0.169616,A
1,0,0.396219,A
1,0,0.315755,A
1,0,0.413230,A
0,0,0.464119,A
0,0,0.161715,A
0,0,0.315434,A
1,0,0.326504,A
0,0,0.285198,A
1,0,0.274182,A
1,0,0.323410,A
0,0,0.310911,A
0,0,0.177760,A
1,0,0.253799,A
0,0,0.274986,A
0,0,0.182207,A
0,0,0.013209,A
1,0,0.326582,A
0,0,0.122757,A
1,1,0.574279,A
0,0,0.174157,A
1,0,0.467611,A
1,0,0.395894,A
1,0,0.321821,A
0,0,0.338340,A
0,0,0.175152,A
0,0,0.321305,A
0,0,0.095367,A
1,0,0.257560,A
0,0,0.039318,A
0,0,0.150217,A
0,0,0.182159,A
1,0,0.425457,A
0,0,0.262871,A
0,0,0.118841,A
1,0,0.353579,A
0,0,0.002188,A
0,0,0.327584,A
1,0,0.033158,A
0,0,0.084424,A
0,0,0.159940,A
0,0,0.133271,A
0,0,0.124791,A
0,0,0.273095,A
0,0,0.479897,A
0,0,0.483750,A
1,0,0.378496,A
0,0,0.442841,A
0,0,0.076463,A
0,0,0.296102,A
0,1,0.540991,A
0,0,0.091317,A
1,0,0.402562,A
0,0,0.249049,A
1,0,0.333862,A
0,0,0.464613,A
1,0,0.204026,A
0,0,0.229135,A
1,0,0.289415,A
0,0,0.040663,A
0,0,0.485553,A
0,0,0.219527,A
0,0,0.115563,A
1,1,0.585554,A
0,1,0.565367,A
0,1,0.643684,A
0,0,0.026357,A
1,0,0.325820,A
0,0,0.259445,A
0,0,0.226196,A
1,1,0.620417,A
0,0,0.321415,A
0,0,0.292513,A
1,0,0.301986,A
0,0,0.182824,A
0,0,0.040663,A
0,0,0.470296,A
1,0,0.353711,A
1,0,0.293163,A
1,0,0.352529,A
0,1,0.561454,A
0,0,0.206980,A
0,0,0.092914,A
1,1,0.626446,A
1,0,0.227240,A
0,0,0.457211,A
0,0,0.233620,A
1,0,0.139151,A
1,0,0.252471,A
0,0,0.293902,A
0,0,0.330667,A
1,1,0.776866,A
0,0,0.385792,A
0,0,0.021523,A
0,0,0.259411,A
0,0,0.202866,A
0,0,0.111754,A
0,0,0.211258,A
0,0,0.419285,A
0,0,0.310687,A
1,0,0.347201,A
0,0,0.048523,A
1,0,0.148147,A
1,0,0.391363,A
0,0,0.197490,A
0,0,0.291124,A
1,0,0.197444,A
0,0,0.391427,A
0,0,0.307721,A
1,0,0.435834,A
0,1,0.530137,A
1,0,0.227915,A
0,0,0.279287,A
0,0,0.081874,A
1,0,0.220212,A
0,0,0.050740,A
0,0,0.159764,A
0,0,0.177058,A
0,0,0.414909,A
0,0,0.314246,A
1,1,0.563992,A
0,0,0.161395,A
0,0,0.192857,A
0,0,0.114875,A
1,0,0.416602,A
0,0,0.139095,A
0,0,0.216364,A
0,0,0.129575,A
0,0,0.414575,A
1,0,0.366194,A
1,0,0.276649,A
0,0,0.102746,A
0,1,0.526190,A
0,0,0.048421,A
0,0,0.168008,A
0,0,0.251684,A
0,0,0.100285,A
0,0,0.150438,A
0,0,0.198296,A
1,1,0.787837,A
0,0,0.362325,A
0,0,0.050160,A
0,0,0.393755,A
1,1,0.576037,A
0,0,0.438743,A
0,0,0.041303,A
0,0,0.494695,A
0,0,0.187257,A
1,0,0.488394,A
0,0,0.254147,A
0,0,0.106109,A
0,0,0.117454,A
0,0,0.253478,A
1,1,0.863180,A
0,0,0.050456,A
0,0,0.356811,A
1,0,0.490356,A
0,0,0.353188,A
0,0,0.314304,A
0,0,0.398443,A
1,0,0.227573,A
1,0,0.140130,A
1,0,0.351431,A
0,0,0.327602,A
0,0,0.332041,A
0,0,0.494431,A
0,0,0.075154,A
1,1,0.548209,A
0,0,0.396565,A
0,0,0.118467,A
0,0,0.134226,A
0,0,0.253363,A
0,0,0.163903,A
1,0,0.411131,A
0,0,0.109992,A
0,0,0.351080,A
0,0,0.183984,A
0,0,0.080781,A
0,0,0.111883,A
0,0,0.035563,A
0,0,0.167622,A
0,0,0.368849,A
0,0,0.069916,A
1,0,0.404963,A
0,0,0.089801,A
0,0,0.405914,A
0,0,0.068681,A
0,0,0.442510,A
0,0,0.411066,A
0,0,0.456313,A
0,0,0.094414,A
1,0,0.161717,A
0,0,0.325168,A
0,0,0.372227,A
0,0,0.364766,A
0,0,0.062923,A
0,0,0.176997,A
0,0,0.049738,A
0,0,0.139125,A
0,0,0.051078,A
0,0,0.189215,A
0,0,0.299403,A
1,0,0.218069,A
1,1,0.715761,A
0,0,0.165530,A
0,0,0.099408,A
0,0,0.131445,A
1,0,0.192748,A
0,0,0.318188,A
0,0,0.226576,A
0,1,0.507246,A
1,0,0.485945,A
1,0,0.485970,A
0,0,0.106031,A
0,0,0.153873,A
0,0,0.111440,A
1,1,0.511591,A
0,0,0.064014,A
0,0,0.126829,A
0,0,0.209152,A
0,0,0.228361,A
0,0,0.330959,A
1,0,0.225864,A
0,0,0.096994,A
0,0,0.090029,A
1,0,0.212773,A
0,0,0.032121,A
0,0,0.355374,A
0,0,0.246246,A
0,0,0.197563,A
0,0,0.150525,A
1,0,0.241459,A
0,0,0.050590,A
0,0,0.089900,A
1,0,0.240415,A
0,0,0.035438,A
0,0,0.126281,A
1,0,0.389904,A
0,0,0.164582,A
0,0,0.183381,A
0,0,0.194592,A
0,0,0.185584,A
0,0,0.364681,A
1,0,0.448656,A
1,0,0.314436,A
0,0,0.226272,A
0,0,0.394102,A
0,0,0.175282,A
1,0,0.330583,A
0,0,0.415690,A
1,0,0.325138,A
0,0,0.285023,A
0,0,0.234412,A
0,0,0.468415,A
1,0,0.092858,A
1,0,0.167992,A
0,0,0.112192,A
0,1,0.527140,A
0,0,0.072777,A
0,0,0.139778,A
0,0,0.195959,A
0,0,0.366763,A
1,0,0.093836,A
1,1,0.611414,A
1,0,0.258597,A
0,0,0.152044,A
0,0,0.228780,A
0,0,0.105263,A
0,0,0.155483,A
0,0,0.153269,A
1,0,0.439443,A
1,0,0.243035,A
0,0,0.039765,A
0,0,0.345558,A
0,0,0.213553,A
0,1,0.546663,A
0,0,0.341773,A
1,0,0.404846,A
0,1,0.574388,A
0,0,0.491526,A
0,0,0.247330,A
0,0,0.143315,A
0,0,0.228619,A
0,0,0.292298,A
0,0,0.274752,A
1,0,0.192068,A
0,0,0.318112,A
1,0,0.132222,A
1,1,0.506254,A
0,0,0.286244,A
1,0,0.128504,A
0,0,0.030266,A
1,0,0.447710,A
0,1,0.540213,A
0,0,0.287101,A
1,1,0.532857,A
0,0,0.175052,A
0,0,0.146667,A
1,0,0.136887,A
1,0,0.383663,A
0,0,0.187571,A
0,0,0.075512,A
0,0,0.287975,A
0,0,0.158359,A
0,0,0.112096,A
0,0,0.102614,A
0,0,0.132773,A
1,0,0.069722,A
0,0,0.253992,A
0,0,0.168850,A
1,0,0.184047,A
0,0,0.118638,A
1,1,0.722795,A
1,0,0.366471,A
1,0,0.292859,A
0,0,0.293435,A
1,0,0.274399,A
0,0,0.095854,A
0,0,0.245010,A
0,0,0.349168,A
0,0,0.366718,A
0,0,0.134730,A
1,0,0.427851,A
1,1,0.715641,A
0,0,0.269131,A
0,0,0.123999,A
0,1,0.501369,A
0,0,0.188424,A
0,0,0.438395,A
0,1,0.562569,A
0,0,0.080136,A
0,0,0.111675,A
0,0,0.444910,A
0,0,0.108757,A
0,0,0.332640,A
0,0,0.092463,A
0,0,0.248641,A
0,0,0.304909,A
1,0,0.380838,A
0,0,0.480518,A
0,0,0.163604,A
0,0,0.262596,A
0,0,0.287120,A
1,0,0.437362,A
0,0,0.301979,A
0,0,0.190917,A
0,0,0.142126,A
1,0,0.244330,A
0,0,0.190061,A
0,0,0.217021,A
0,0,0.346164,A
0,0,0.153586,A
0,0,0.141753,A
0,0,0.307937,A
0,0,0.379287,A
0,0,0.075376,A
0,0,0.260928,A
1,0,0.050781,A
0,0,0.259806,A
0,0,0.030992,A
0,1,0.552306,A
0,0,0.265345,A
0,0,0.183134,A
0,0,0.096425,A
1,0,0.432855,A
0,0,0.070390,A
1,1,0.760595,A
1,0,0.283874,A
0,0,0.416075,A
0,0,0.101522,A
0,0,0.369653,A
1,0,0.405717,A
1,0,0.282018,A
0,0,0.267943,A
0,0,0.184959,A
0,0,0.421855,A
1,0,0.207153,A
0,0,0.254961,A
0,0,0.263786,A
0,0,0.265944,A
1,1,0.537070,A
0,0,0.019111,A
0,0,0.268466,A
0,0,0.465635,A
0,0,0.236116,A
0,0,0.298666,A
1,0,0.296464,A
0,0,0.307627,A
0,0,0.108025,A
1,1,0.581025,A
0,0,0.237145,A
0,0,0.368151,A
0,0,0.226441,A
0,0,0.132909,A
0,0,0.148143,A
0,0,0.096368,A
1,1,0.530991,A
1,0,0.417672,A
0,0,0.115367,A
0,0,0.322005,A
0,0,0.299196,A
0,0,0.142484,A
0,0,0.396644,A
0,0,0.168614,A
1,0,0.181037,A
1,1,0.702550,A
0,0,0.249212,A
0,0,0.139742,A
0,0,0.289318,A
0,0,0.330609,A
0,0,0.327878,A
0,0,0.119243,A
0,0,0.135307,A
0,0,0.338741,A
0,0,0.165140,A
0,0,0.238672,A
0,0,0.271316,A
0,0,0.125289,A
1,0,0.424702,A
1,0,0.305798,A
1,0,0.142708,A
1,0,0.464743,A
0,0,0.151793,A
0,0,0.030360,A
0,0,0.469268,A
0,0,0.173969,A
1,1,0.587432,A
0,0,0.174665,A
0,0,0.276710,A
1,0,0.460285,A
0,0,0.139992,A
0,0,0.458899,A
0,0,0.286498,A
1,0,0.333213,A
0,0,0.101352,A
1,1,0.538369,A
0,0,0.213643,A
1,0,0.404641,A
0,0,0.262267,A
0,0,0.446014,A
0,0,0.331064,A
1,0,0.237164,A
0,0,0.206593,A
0,0,0.266664,A
0,1,0.509319,A
0,0,0.204626,A
0,0,0.302876,A
0,0,0.171181,A
0,0,0.420224,A
0,0,0.064034,A
0,0,0.246881,A
0,0,0.165208,A
0,0,0.380239,A
0,0,0.309032,A
1,1,0.670405,A
1,0,0.364258,A
0,0,0.130548,A
0,0,0.305089,A
0,0,0.139020,A
1,0,0.420347,A
0,0,0.240852,A
0,0,0.058731,A
0,0,0.155460,A
0,0,0.310959,A
0,0,0.298891,A
1,0,0.325065,A
0,0,0.186208,A
0,0,0.252994,A
0,0,0.267960,A
0,0,0.165882,A
1,0,0.388573,A
0,0,0.135354,A
0,0,0.295311,A
0,0,0.116067,A
0,0,0.299425,A
0,0,0.097484,A
1,1,0.621140,A
0,1,0.681605,A
0,0,0.329701,A
1,0,0.262947,A
0,0,0.351576,A
1,0,0.291473,A
0,0,0.364314,A
0,0,0.106287,A
0,0,0.237207,A
0,0,0.348588,A
0,0,0.195436,A
0,0,0.163656,A
1,0,0.183255,A
0,0,0.300607,A
1,0,0.249548,A
0,0,0.063712,A
0,0,0.330038,A
0,0,0.218947,A
0,0,0.361096,A
0,0,0.194247,A
0,0,0.084138,A
0,0,0.245860,A
0,0,0.364875,A
1,1,0.672297,A
0,0,0.353330,A
0,0,0.035407,A
1,0,0.341126,A
0,0,0.120553,A
0,0,0.069457,A
0,0,0.033170,A
1,1,0.799362,A
0,1,0.513894,A
0,0,0.310663,A
0,0,0.031905,A
1,0,0.201180,A
0,1,0.600847,A
0,0,0.199304,A
1,0,0.338261,A
0,0,0.178733,A
0,1,0.622855,A
1,0,0.351483,A
0,0,0.208337,A
0,0,0.215335,A
0,0,0.021839,A
0,0,0.469964,A
1,0,0.162615,A
1,0,0.177147,A
0,0,0.175007,A
0,0,0.142331,A
0,0,0.299449,A
0,1,0.518737,A
0,0,0.365498,A
0,0,0.308757,A
0,0,0.465232,A
0,0,0.149067,A
1,0,0.435325,A
0,0,0.294386,A
1,0,0.268619,A
0,0,0.161306,A
0,0,0.075344,A
0,0,0.090147,A
0,0,0.267848,A
1,0,0.227424,A
0,0,0.213880,A
0,0,0.269262,A
0,0,0.171679,A
1,0,0.185437,A
0,1,0.644081,A
0,0,0.017025,A
0,0,0.367149,A
0,0,0.154970,A
0,0,0.060321,A
0,0,0.121868,A
0,0,0.255301,A
0,0,0.387248,A
1,0,0.194749,A
0,0,0.070536,A
0,0,0.389466,A
1,0,0.193422,A
0,0,0.436467,A
0,0,0.427240,A
1,0,0.493400,A
0,0,0.232345,A
1,1,0.661598,A
1,0,0.424359,A
0,0,0.095662,A
0,0,0.331442,A
1,0,0.209368,A
0,0,0.115576,A
0,0,0.051195,A
0,0,0.238887,A
1,0,0.469041,A
0,0,0.282263,A
0,0,0.052502,A
1,0,0.406704,A
1,0,0.207664,A
1,1,0.749833,A
0,0,0.063120,A
0,0,0.135464,A
0,0,0.058003,A
1,0,0.070005,A
1,1,0.517792,A
0,0,0.230080,A
0,0,0.228476,A
0,0,0.107953,A
1,0,0.258912,A
0,0,0.156896,A
0,0,0.056308,A
0,0,0.057234,A
0,0,0.049323,A
0,0,0.344088,A
0,0,0.269312,A
0,0,0.356633,A
0,0,0.176814,A
0,0,0.213597,A
0,0,0.286352,A
0,0,0.403995,A
0,0,0.379544,A
0,0,0.248422,A
0,0,0.178493,A
0,0,0.090841,A
0,0,0.342143,A
0,0,0.256164,A
1,0,0.401893,A
1,0,0.283771,A
0,0,0.137575,A
0,0,0.108401,A
0,0,0.099025,A
0,0,0.129375,A
0,0,0.262619,A
1,0,0.251374,A
0,0,0.146607,A
1,0,0.493056,A
0,0,0.177081,A
1,1,0.570330,A
1,0,0.301517,A
0,0,0.158763,A
1,0,0.392187,A
0,0,0.062781,A
0,0,0.145198,A
0,0,0.198731,A
0,0,0.249661,A
0,0,0.182792,A
0,0,0.100957,A
0,0,0.297867,A
0,0,0.199215,A
0,0,0.256693,A
0,0,0.381958,A
1,0,0.375747,A
1,1,0.742221,A
1,0,0.283591,A
1,0,0.370911,A
1,0,0.149145,A
0,0,0.271424,A
0,0,0.418786,A
0,0,0.155250,A
1,0,0.445006,A
1,0,0.418585,A
1,0,0.362349,A
0,0,0.092616,A
0,0,0.204874,A
0,0,0.277695,A
0,0,0.113539,A
0,0,0.029573,A
0,0,0.190984,A
1,0,0.479077,A
0,0,0.408723,A
0,0,0.149749,A
0,0,0.147700,A
1,0,0.264882,A
0,0,0.365775,A
0,0,0.178165,A
1,0,0.355603,A
0,0,0.056469,A
0,0,0.495090,A
0,0,0.029943,A
1,0,0.161212,A
1,0,0.329288,A
0,0,0.398422,A
1,0,0.135047,A
0,0,0.182099,A
1,0,0.356535,A
1,0,0.307090,A
0,0,0.085214,A
1,0,0.352490,A
0,0,0.303459,A
0,0,0.387524,A
0,0,0.106922,A
1,0,0.203598,A
1,0,0.268780,A
0,0,0.313809,A
0,0,0.141840,A
0,0,0.329210,A
0,0,0.432922,A
0,0,0.258328,A
0,0,0.082071,A
0,0,0.071172,A
1,0,0.495287,A
1,0,0.293321,A
1,0,0.260392,A
0,0,0.308636,A
0,0,0.431108,A
0,0,0.160400,A
0,0,0.280185,A
0,0,0.141947,A
1,0,0.137000,A
0,0,0.345254,A
0,0,0.159661,A
0,0,0.348016,A
0,0,0.172261,A
0,0,0.166903,A
0,0,0.304803,A
1,0,0.223219,A
0,0,0.239114,A
0,0,0.403946,A
0,0,0.172657,A
0,0,0.052457,A
1,0,0.211445,A
0,0,0.216451,A
1,0,0.356008,A
0,0,0.174160,A
0,0,0.380367,A
1,0,0.489308,A
0,0,0.303086,A
1,0,0.358541,A
0,0,0.184262,A
1,0,0.408237,A
0,0,0.386506,A
0,0,0.389073,A
0,0,0.327752,A
0,0,0.184081,A
1,0,0.262533,A
1,1,0.518973,A
0,0,0.268331,A
0,0,0.314442,A
0,0,0.108640,A
0,1,0.531560,A
0,1,0.540046,A
1,0,0.499936,A
1,0,0.473726,A
0,0,0.138324,A
0,0,0.194375,A
0,0,0.109352,A
0,0,0.150744,A
0,0,0.115733,A
0,0,0.450749,A
1,1,0.572915,A
0,0,0.106778,A
0,0,0.075552,A
0,0,0.068711,A
0,1,0.531347,A
0,0,0.420782,A
0,0,0.160296,A
0,0,0.406490,A
0,1,0.500460,A
1,0,0.483572,A
0,0,0.291331,A
1,0,0.481993,A
0,1,0.559865,A
0,0,0.026215,A
0,0,0.174510,A
0,0,0.322524,A
1,0,0.281998,A
1,0,0.395453,A
0,0,0.193203,A
0,0,0.186813,A
0,0,0.075092,A
0,0,0.234183,A
0,0,0.252578,A
0,0,0.240952,A
0,0,0.162223,A
0,0,0.373513,A
0,0,0.409290,A
0,0,0.174835,A
1,0,0.482762,A
1,0,0.086538,A
1,0,0.498102,A
0,0,0.024048,A
1,1,0.524813,A
0,0,0.299601,A
1,0,0.166903,A
0,0,0.141373,A
1,0,0.299751,A
0,0,0.106160,A
0,0,0.202551,A
1,1,0.660518,A
0,1,0.605571,A
1,0,0.282817,A
1,0,0.383719,A
0,0,0.372541,A
0,0,0.050723,A
0,0,0.327183,A
1,1,0.625382,A
1,0,0.145238,A
1,0,0.495921,A
0,0,0.108479,A
1,1,0.650571,A
1,0,0.280780,A
0,1,0.524675,A
1,0,0.270835,A
1,1,0.640722,A
0,0,0.151480,A
0,0,0.361519,A
0,0,0.296895,A
0,0,0.129893,A
0,0,0.132922,A
0,0,0.411668,A
0,0,0.072729,A
0,0,0.019960,A
0,1,0.656642,A
0,0,0.175076,A
1,0,0.212303,A
1,0,0.171432,A
1,0,0.227188,A
0,1,0.541871,A
0,0,0.247143,A
1,0,0.126185,A
0,0,0.169356,A
1,0,0.151289,A
0,1,0.648634,A
0,0,0.035990,A
0,0,0.254021,A
1,0,0.249314,A
1,0,0.278391,A
1,0,0.195314,A
1,0,0.188868,A
0,0,0.089629,A
0,0,0.341958,A
0,0,0.421092,A
0,0,0.323610,A
0,1,0.771802,A
1,0,0.133257,A
0,0,0.332552,A
1,0,0.349603,A
1,0,0.335595,A
0,0,0.324969,A
0,0,0.473452,A
1,0,0.274200,A
1,1,0.614323,A
1,1,0.603977,A
0,0,0.233792,A
0,0,0.290030,A
0,0,0.236284,A
0,0,0.127575,A
1,0,0.391718,A
1,0,0.307825,A
1,0,0.428575,A
1,0,0.164082,A
0,0,0.291361,A
0,0,0.325345,A
0,0,0.226920,A
0,0,0.154139,A
0,0,0.110311,A
1,0,0.178285,A
1,1,0.558618,A
0,1,0.762952,A
0,0,0.257754,A
1,0,0.176673,A
0,0,0.064147,A
1,0,0.390354,A
1,0,0.462114,A
0,0,0.316271,A
0,0,0.215857,A
0,0,0.225458,A
0,0,0.471056,A
0,0,0.098686,A
0,0,0.252779,A
0,0,0.271603,A
1,0,0.094174,A
0,0,0.034754,A
1,0,0.381580,A
0,0,0.170682,A
0,0,0.317263,A
0,0,0.110396,A
1,0,0.346725,A
0,0,0.121588,A
0,1,0.655493,A
0,0,0.363624,A
0,0,0.268883,A
0,0,0.055318,A
1,1,0.658897,A
1,0,0.258241,A
1,0,0.257524,A
0,0,0.280874,A
0,0,0.412961,A
1,0,0.187975,A
0,1,0.569249,A
0,0,0.165934,A
0,0,0.022186,A
0,0,0.449988,A
0,0,0.119125,A
0,0,0.187742,A
0,0,0.103675,A
1,0,0.214470,A
0,0,0.287923,A
0,0,0.442475,A
0,0,0.116768,A
0,0,0.268197,A
0,0,0.330814,A
1,1,0.522576,A
0,0,0.462053,A
0,0,0.056968,A
1,0,0.192694,A
0,0,0.332622,A
0,0,0.256084,A
1,0,0.238235,A
1,1,0.502129,A
1,0,0.304261,A
1,1,0.792948,A
0,0,0.228889,A
0,0,0.184849,A
1,0,0.361108,A
0,0,0.406651,A
1,0,0.209218,A
0,0,0.250007,A
0,0,0.371352,A
0,0,0.322926,A
0,0,0.373412,A
0,0,0.473999,A
0,0,0.315660,A
0,0,0.052931,A
1,0,0.417035,A
0,0,0.072257,A
1,0,0.496143,A
1,0,0.476277,A
0,0,0.220992,A
0,0,0.200918,A
0,0,0.044546,A
0,0,0.090760,A
0,0,0.284159,A
0,0,0.300075,A
0,0,0.073648,A
1,0,0.473386,A
1,1,0.573069,A
1,0,0.141083,A
1,0,0.418366,A
0,0,0.208779,A
1,0,0.352960,A
0,0,0.311057,A
0,0,0.120851,A
0,0,0.301656,A
1,1,0.594591,A
0,0,0.133051,A
1,0,0.338617,A
0,0,0.384780,A
0,0,0.133884,A
1,0,0.314371,A
0,1,0.682575,A
0,0,0.258553,A
1,0,0.417882,A
0,0,0.058070,A
0,1,0.511354,A
0,0,0.356607,A
0,0,0.199371,A
1,0,0.370320,A
1,0,0.223702,A
1,0,0.192921,A
0,0,0.110461,A
0,0,0.297632,A
0,0,0.376873,A
1,0,0.295892,A
0,0,0.188029,A
0,0,0.430477,A
0,0,0.145251,A
1,1,0.567047,A
0,0,0.431657,A
0,0,0.360017,A
0,0,0.332143,A
0,0,0.411254,A
1,0,0.444425,A
0,1,0.536113,A
1,0,0.215527,A
1,0,0.463571,A
0,0,0.065990,A
1,0,0.351396,A
0,0,0.198250,A
0,0,0.267232,A
0,0,0.107171,A
0,0,0.169819,A
1,0,0.266176,A
0,0,0.285435,A
0,0,0.295066,A
0,0,0.009577,A
0,0,0.073574,A
0,0,0.200991,A
0,0,0.364798,A
1,1,0.635703,A
0,0,0.065829,A
0,0,0.204299,A
1,0,0.363923,A
0,0,0.472867,A
0,0,0.167776,A
0,0,0.130647,A
1,0,0.475398,A
0,1,0.550173,A
0,0,0.122725,A
1,0,0.189745,A
1,1,0.663097,A
1,1,0.609956,A
0,0,0.351331,A
0,0,0.083313,A
0,0,0.265693,A
0,0,0.022399,A
0,0,0.128542,A
0,0,0.326603,A
0,0,0.264938,A
0,1,0.508984,A
0,0,0.283624,A
0,0,0.069383,A
0,0,0.406137,A
1,0,0.135319,A
1,1,0.567528,A
0,0,0.482714,A
1,0,0.319995,A
0,0,0.283927,A
0,0,0.329671,A
1,0,0.198666,A
0,0,0.264792,A
0,1,0.522910,A
1,0,0.385494,A
1,0,0.041639,A
0,1,0.518686,A
